Call..Failure,Complains,Subscription..Length,Charge..Amount,Seconds.of.Use,Frequency.of.use,Frequency.of.SMS,Distinct.Called.Numbers,Age.Group,Tariff.Plan,Status,Age,Customer.Value,Churn
0,1,2,0,5423,185,271,39,5,2,1,32,3210.820833011851,1
16,0,31,1,14246,260,178,47,2,2,2,23,2531.923888913452,0
28,1,57,5,12846,230,282,29,2,2,2,31,4786.297780845167,1
10,0,14,5,4317,253,50,14,4,1,1,44,4863.459639381646,0
21,0,2,2,17940,296,74,14,1,2,2,55,3208.4872817110054,1
25,0,29,3,18589,9,143,15,3,1,2,36,1797.7992896208123,0
27,0,15,1,12635,229,342,32,4,2,2,54,4085.8259173297197,1
17,1,12,1,13470,23,187,9,4,2,2,60,446.2773360746147,1
20,0,37,6,13176,77,122,18,3,1,2,21,1452.9782201489322,0
16,1,28,0,9113,192,331,36,3,1,2,43,4927.771473864251,0
6,0,20,6,13546,108,250,49,5,2,2,26,4071.6669360348474,1
16,0,39,0,6805,279,295,2,1,2,1,58,4697.912357845619,1
19,0,24,5,16788,262,322,35,2,2,1,66,2973.972856928785,0
8,0,21,2,18004,267,129,3,1,2,1,57,2038.3622907405795,0
16,1,10,7,19336,258,251,10,1,2,2,32,4898.450516955189,0
19,1,46,5,8080,84,357,40,2,2,1,58,1547.1279292857737,0
21,1,14,1,3118,9,431,32,1,1,2,54,3787.0713945446164,1
21,1,37,7,6630,288,179,27,4,2,2,21,2791.0347895010414,1
27,0,18,4,565,58,407,31,4,2,1,43,1142.535727572327,1
28,1,24,7,15701,261,348,15,2,2,1,69,87.41643704271328,1
7,1,14,7,14859,284,494,8,2,1,1,35,1918.8204525204171,1
16,0,34,5,7670,118,109,10,3,1,1,58,2738.426964386543,1
6,0,58,1,19252,167,481,5,3,1,2,52,915.952004767333,0
0,0,12,7,9476,188,467,48,1,2,1,58,2072.7744293061332,1
12,0,22,5,8776,250,337,26,1,1,1,58,3075.949653294799,0
29,1,56,5,15021,228,77,11,2,2,2,46,3574.6156321056224,0
22,1,6,7,4327,189,465,21,1,2,2,41,263.7126495326869,0
18,0,36,0,15275,123,1,39,5,2,2,21,3320.904109011804,0
26,0,45,1,7614,83,320,47,4,2,2,38,283.33654438859935,1
23,0,36,8,1245,296,275,36,1,2,2,56,140.9274767967189,0
18,1,22,7,8243,214,289,20,1,2,1,24,762.0601295525287,0
29,1,14,6,10355,236,296,32,3,2,1,40,3268.220286057827,1
29,0,16,6,537,112,168,16,5,1,2,57,264.10721442228333,0
28,0,36,4,15924,216,239,28,1,1,1,38,104.4810610278707,0
16,1,56,1,16236,245,458,39,4,1,2,18,589.7975567377695,1
12,0,25,5,16924,36,474,9,1,2,1,58,4748.6049535528555,0
28,0,32,9,17198,63,22,17,2,1,1,42,4536.388749636083,1
29,1,33,2,1415,218,293,46,5,2,1,48,432.32987549827016,1
15,0,45,3,11030,33,171,12,1,1,1,61,1520.0659175828152,1
7,1,36,9,1652,38,322,26,5,1,1,55,4736.462195236333,1
18,0,20,1,10857,66,317,9,1,2,2,62,488.438367282506,1
17,0,18,1,18740,208,395,31,4,1,1,22,472.97990990517127,0
0,1,38,7,3810,151,285,40,4,2,1,48,430.0194886736447,1
13,1,3,7,16569,198,478,44,5,1,1,68,4882.381195493379,1
18,0,23,9,1551,88,342,2,3,1,1,18,3715.5425664121626,1
14,1,32,5,13584,247,192,21,3,1,2,47,1072.4218367964922,1
17,0,45,4,761,78,168,26,2,2,2,35,229.73630648251475,1
1,0,59,7,12511,284,403,2,3,2,2,25,4826.207544557667,0
21,1,16,3,9471,31,117,32,5,1,1,43,2127.445208798456,0
27,0,59,3,12467,86,5,1,3,1,2,57,2991.876941474873,1
16,0,5,4,6163,38,330,10,2,2,2,32,1395.981167490627,0
17,1,4,0,16065,100,482,45,1,1,2,36,3791.801611454663,1
29,1,21,0,11886,243,131,9,3,1,2,27,984.0117294700823,1
5,0,40,1,19665,231,92,38,5,2,1,41,3934.5596668775725,1
18,1,51,7,17920,67,250,32,5,1,1,33,1153.0152166751734,0
3,1,14,6,6201,191,9,6,2,1,1,60,489.5611284207174,1
0,1,39,9,19548,27,50,14,2,2,1,48,2394.112772654018,1
7,1,31,8,15580,269,348,25,4,2,2,61,4066.084034478254,0
28,0,14,4,19154,225,293,10,4,2,1,33,1924.3234823108462,1
22,0,6,1,7399,76,128,37,4,2,1,33,144.36825334640025,0
6,0,12,6,19819,222,487,26,1,1,1,45,2766.5485614913187,0
2,1,16,7,16945,166,391,38,5,2,2,37,3402.3569446176375,1
9,1,17,6,7623,283,248,6,4,2,2,52,3703.4747266800337,0
9,1,45,6,10327,191,101,0,5,1,2,26,2009.6247715464199,1
18,1,23,4,7187,88,336,9,2,2,1,57,485.0981574620028,0
13,1,14,1,2180,31,82,20,1,2,1,27,2921.632172316932,0
1,1,7,5,1960,136,190,14,2,1,1,62,1647.739426190909,0
27,1,46,3,5153,155,416,29,5,2,1,35,4734.437411374265,1
0,0,32,9,7035,249,142,29,4,2,2,62,2513.5605403066384,0
22,0,15,1,11471,94,236,7,2,1,1,62,2361.330233994893,1
22,1,44,8,19654,16,286,23,3,2,2,32,1546.047661591784,1
27,1,17,6,582,116,276,18,1,2,2,62,1693.9325269177396,1
17,1,41,5,15514,9,386,2,5,1,1,47,2563.77392039956,0
6,0,54,4,15531,79,381,14,4,1,2,65,1533.323976574974,0
28,0,47,2,16672,133,449,35,2,2,1,49,4461.524421842061,1
7,1,44,9,7979,202,290,5,1,2,1,57,2195.0896621455436,1
0,1,34,9,3060,115,168,41,4,2,1,44,1460.1104200651216,1
24,0,5,3,13731,219,442,49,2,1,1,44,776.9741677057468,1
22,0,45,2,12294,252,143,47,5,2,2,36,3361.7536315017906,1
2,0,27,7,17567,168,183,17,3,2,2,27,128.9347164279203,1
23,0,52,2,14274,204,44,37,3,1,1,61,2249.978935849702,0
22,1,23,6,17830,297,242,18,5,2,2,63,2750.6091018361194,1
26,0,40,6,16348,247,314,48,1,2,2,23,1698.9230544016582,1
28,0,59,6,1903,70,433,49,5,2,2,41,3749.0887363750285,1
7,1,14,6,14551,155,468,29,2,1,1,26,3378.302484189694,1
21,0,15,1,15141,101,267,12,1,1,1,44,4856.994937849809,0
24,0,43,9,2377,12,475,38,3,2,1,24,2543.83399644841,0
14,0,33,2,847,270,252,11,2,2,2,23,2689.061823146915,1
4,1,53,9,14380,291,395,33,4,1,1,50,1229.1965959691108,1
2,0,31,8,17623,219,288,11,4,2,1,38,1927.4194536536027,1
18,1,35,2,9524,14,211,43,4,1,1,63,134.30295579151985,0
0,1,17,1,15231,237,487,23,3,1,1,55,3446.3739429884477,0
27,0,28,8,11698,116,176,3,5,1,1,61,1558.1139984177,0
14,0,19,9,10571,55,20,35,1,1,1,34,2701.83504833349,1
7,0,46,8,12314,131,315,49,3,1,2,48,1274.9619820547452,0
1,0,54,3,11429,225,51,47,2,2,1,54,3105.1810016982936,1
2,1,23,8,2365,221,437,13,2,1,2,28,2237.912464770222,1
23,0,32,2,10604,172,422,16,4,2,1,45,2409.303261931471,1
13,0,40,6,11366,284,232,48,1,2,2,22,4713.035699076631,1
23,0,13,6,5055,156,432,2,4,2,2,29,3530.8016156193007,1
13,1,59,7,5622,150,122,37,2,1,2,20,1309.4986780003699,0
10,0,20,9,16756,184,361,22,2,2,1,58,2519.6090887071273,0
15,0,35,3,7783,177,447,12,5,2,1,55,2333.3640952598917,0
3,1,5,2,1949,20,99,8,5,2,2,19,3975.263034391819,1
19,1,9,2,16628,111,213,20,5,1,2,43,4166.775570481012,0
4,0,29,4,10032,170,409,40,4,2,1,19,1417.2141137086269,1
21,0,6,0,11619,137,326,7,1,1,1,29,4105.757269531182,1
20,0,25,9,16508,232,134,16,5,1,1,57,897.5070264550072,1
13,0,31,2,12824,29,455,15,3,2,2,19,3813.8527726884768,0
22,0,22,5,10945,160,317,15,5,2,2,58,1243.9227190068036,0
15,1,2,2,1919,77,217,27,4,1,2,33,1489.6557870664794,0
17,1,45,4,9827,277,87,15,1,1,2,47,4262.33920094497,0
6,0,5,8,9617,20,279,45,5,2,2,64,2100.3743252814847,1
9,0,27,1,9732,142,39,45,1,2,1,63,4952.82912428148,1
6,1,25,1,530,35,239,13,3,2,2,69,759.7151495372057,1
0,0,8,5,7849,213,331,45,2,2,2,53,2316.7451901984173,1
22,0,55,5,6929,31,430,43,1,2,1,21,3662.251654544681,1
20,0,1,7,4349,185,135,37,5,1,1,28,26.83528989253725,0
18,0,20,1,14456,173,181,19,4,1,1,41,759.2763909650868,0
15,0,44,8,11295,53,264,44,4,1,2,35,101.78374705490157,1
28,1,23,1,18185,160,258,47,4,1,1,44,4964.389326913769,1
18,0,32,0,5156,249,181,40,4,1,2,54,3803.123312107353,1
3,0,11,9,9228,250,20,33,1,2,1,19,1867.795488733001,1
28,0,39,1,11920,278,350,28,4,1,2,32,781.4246734838787,1
27,1,47,6,7432,170,431,2,2,2,2,28,451.91621401725337,0
17,1,54,7,12203,182,430,9,3,1,1,44,2659.5360027545594,1
1,1,24,4,6189,1,471,19,1,1,2,66,4879.456590995994,0
0,1,11,5,1142,193,195,1,1,2,1,65,3373.05472328882,0
14,0,29,0,7614,165,211,26,4,1,2,64,1825.6918412936473,1
4,1,54,5,14253,246,446,31,4,1,2,40,2504.2548661874416,1
19,0,26,7,18013,243,15,9,1,1,2,52,4994.5168396972595,0
10,0,16,2,17146,109,201,39,4,1,1,69,2593.8311444222522,0
9,1,35,0,6905,70,362,16,4,2,2,47,4821.007428881779,0
1,1,20,3,4889,163,217,32,4,1,1,64,81.80859408913,1
2,1,46,0,4839,284,92,5,4,1,2,41,3604.815641170863,0
22,1,3,7,3957,112,132,38,4,1,2,36,3135.8072460655826,1
22,1,1,4,557,227,138,46,5,1,1,46,3426.649292286608,0
11,0,58,0,4621,15,156,17,5,1,1,30,2852.835446287264,1
19,1,53,7,14932,30,492,8,5,1,2,65,220.88388120827918,1
4,1,47,8,839,161,334,7,1,1,2,40,747.8196774591295,0
4,1,1,9,9243,192,69,24,3,1,2,29,4611.256351676073,1
5,0,17,1,9596,209,303,30,1,2,2,66,1164.625041835583,1
29,1,2,8,6998,231,14,41,5,2,2,65,4964.686346634709,0
8,0,29,7,10129,183,234,3,1,2,2,58,3397.9424219730845,1
1,1,20,6,510,14,211,19,3,1,1,46,2221.772450630923,0
20,1,6,2,11596,208,289,27,4,1,2,23,4600.244282180201,0
11,0,8,1,12974,171,59,39,2,2,1,68,3974.9309480872776,0
2,1,29,6,1137,265,251,0,5,2,2,40,2144.82539792451,1
19,0,48,4,13700,19,445,39,5,2,2,48,342.9648613367803,1
25,0,51,5,4666,69,1,43,3,2,1,62,4341.5228726725045,0
21,0,33,3,8906,7,235,22,4,1,2,38,3825.199656791706,1
11,1,3,1,10478,33,335,46,4,2,2,41,3953.6741864535734,0
23,1,35,8,2654,223,18,12,2,1,1,25,3724.2936636277773,0
16,1,5,2,990,178,481,15,4,2,2,61,1378.7724468904144,0
9,0,27,6,2160,245,48,25,3,1,1,26,4294.228598346687,1
29,1,44,7,15136,259,77,30,4,1,2,39,11.162765720543755,1
23,0,12,1,10336,107,471,49,3,1,2,21,1186.3813919187633,1
26,1,20,5,14269,241,27,0,5,1,1,30,232.79799412097844,0
13,0,45,7,16206,23,47,16,5,2,1,51,552.9822833448001,0
22,0,20,6,2063,215,95,15,5,1,2,20,2661.895687587527,1
16,0,9,2,10795,54,164,36,1,1,1,54,186.28094970517205,1
17,1,39,0,18361,25,457,9,5,2,1,45,906.9052385018978,0
18,0,4,5,8567,280,432,37,3,2,1,43,1163.7007369541386,0
16,0,51,7,8933,291,364,43,2,2,2,67,3276.694025686108,0
13,0,54,5,19051,185,175,30,4,2,1,63,2344.102622241159,0
8,0,19,4,15619,11,72,9,5,1,1,51,2292.0626152772916,1
7,0,38,7,4919,128,471,48,1,2,1,32,3842.1627712881223,1
1,0,27,1,11741,207,355,33,1,1,1,25,2283.6070603716757,0
12,1,45,0,8798,132,28,5,3,2,1,65,1742.4437145902316,0
24,1,43,0,16927,195,443,27,2,1,2,52,4812.255228021664,1
6,0,13,3,14566,261,156,27,5,2,2,41,41.466547189284995,0
8,1,13,5,883,281,313,12,5,2,2,69,1526.965000376919,0
21,1,57,8,9415,102,303,40,1,2,2,69,3046.9635818986153,1
21,0,22,0,11085,119,278,11,3,2,2,54,3914.0461802640266,1
10,0,28,0,15008,182,282,49,1,1,1,21,4082.064773792821,1
13,0,52,4,18452,8,478,39,1,2,1,29,230.36565927586238,0
3,1,47,9,8120,44,490,49,2,1,2,36,3545.6602777879393,0
25,0,53,4,7820,243,6,1,3,1,1,32,3601.2682173590847,1
25,1,45,4,11901,269,304,7,2,2,1,47,1070.3971072813406,1
28,0,22,9,18170,111,181,41,3,2,1,62,563.8751423504601,0
12,1,43,5,16259,54,108,8,5,1,2,54,3748.4307884765108,0
1,0,19,7,9649,14,323,49,4,1,1,29,1247.5000311863905,0
22,0,8,2,8269,36,205,7,4,1,1,36,8.369020418386164,1
4,1,52,8,11805,177,233,2,3,1,2,51,1117.8630178843052,1
10,1,8,0,17692,126,425,8,4,1,2,24,155.34004408156278,0
5,1,42,3,10379,116,457,12,1,2,1,45,1245.933433470643,1
17,1,26,8,8744,71,186,8,5,2,1,45,1675.0979116591047,1
20,1,48,7,13285,110,427,30,5,1,2,46,1357.0007976897575,1
9,1,51,9,8473,148,481,24,4,2,2,54,4599.685335896223,0
3,0,26,8,10679,184,409,43,3,1,1,37,1162.664736926423,0
8,1,23,0,14605,104,406,44,1,2,1,28,2337.6741138905068,1
5,0,43,8,10985,146,328,7,3,1,2,67,4787.1379692202345,0
1,0,13,2,12391,220,356,46,4,2,1,67,4395.997456851111,1
16,1,28,9,4861,5,7,30,5,2,2,56,1546.2923726638066,1
4,0,9,8,19160,259,52,44,5,1,2,59,1632.4514747873436,0
24,1,20,0,1596,298,397,44,3,2,2,40,2966.647012547249,1
5,1,56,0,16863,41,198,30,2,1,1,69,4589.314253771149,1
25,0,19,8,19696,258,390,16,3,1,1,63,49.998977279016586,1
11,0,48,5,10155,270,136,46,2,2,2,37,1965.598960925906,1
22,1,39,3,7919,46,258,18,3,1,2,37,4248.877431811119,1
20,1,51,6,10334,84,333,2,2,2,2,28,2052.3498919338795,1
9,0,12,4,14628,173,400,45,2,2,2,19,3600.274376099696,0
21,0,15,9,2072,57,497,29,2,1,1,30,3459.6245120610115,1
20,0,31,6,9487,198,171,9,2,2,2,30,1027.2935481518364,0
26,0,55,7,5624,208,85,48,1,1,2,58,2247.9725218349163,0
24,1,14,7,938,247,45,28,2,1,2,66,2830.93356406336,0
5,1,11,0,8176,210,345,39,2,2,1,32,3577.3146762204487,0
26,1,26,7,761,38,185,17,5,1,2,48,4111.948157875427,0
7,1,42,5,12941,251,155,11,1,2,2,40,3799.6660558474664,1
1,0,27,3,1669,130,492,48,2,2,2,39,141.5573369261508,1
11,0,11,7,7128,290,397,22,4,1,2,33,3353.189208008327,0
12,1,38,2,19069,249,8,10,1,2,2,59,2486.577319278366,1
24,1,34,3,12091,51,114,8,5,1,1,46,2869.308679267934,0
20,1,43,5,18315,13,153,23,3,1,1,37,1864.8310637293846,1
6,1,19,6,7308,155,129,24,5,1,1,45,3570.131072934527,0
9,1,6,3,1126,29,330,24,5,1,2,44,3369.4425605956662,0
12,1,46,3,6021,89,80,46,1,2,2,61,2897.4324072818276,0
16,1,52,6,6437,166,383,8,1,1,1,46,4308.027662946573,1
25,1,38,5,7039,68,289,11,4,1,2,22,509.50012445819704,1
20,1,49,7,17587,162,146,10,4,1,1,69,1505.1163796014182,0
27,0,42,0,4135,241,294,48,1,2,2,66,2475.6520760141393,0
29,1,28,9,15111,51,465,37,1,2,1,59,4793.0240564976775,1
25,0,1,6,11964,141,268,27,1,1,1,55,359.816931409096,1
13,0,35,6,8711,62,132,7,3,2,2,69,1685.3874499241856,0
1,1,40,6,7904,291,49,9,5,2,2,55,4629.45276862975,0
27,1,8,6,2283,90,22,24,4,1,1,61,4489.737837245816,0
21,0,59,9,2477,151,377,46,4,1,1,68,4326.227853538012,1
10,0,52,9,3093,156,375,35,2,2,2,19,1541.9522800069196,0
0,1,54,7,7207,149,87,49,3,2,1,62,4234.178898755027,1
18,0,47,8,9394,270,412,42,1,2,2,37,2526.6970594795935,1
20,1,56,8,14841,68,111,8,1,1,1,60,3098.894220211812,0
3,1,7,1,6227,115,110,40,3,2,2,64,1194.1245273043455,1
18,1,11,6,13280,191,71,7,4,2,2,30,3533.3694445955057,0
25,0,39,6,3535,3,153,2,1,2,2,43,1638.4855212781963,0
28,0,4,3,10582,74,462,17,2,2,1,52,1719.4021306032575,1
20,1,25,8,2913,297,56,45,4,1,2,63,3184.0858804678774,0
10,0,12,7,2340,240,256,34,5,1,2,25,1199.1596108703545,1
7,0,26,0,5289,29,155,16,3,1,2,45,1122.193616229083,1
10,0,38,1,597,142,112,35,4,2,1,58,1845.8147129803876,0
3,0,46,1,15025,182,317,27,5,1,2,32,3890.3181252961676,1
16,0,12,7,7145,15,46,49,2,2,2,67,1123.4102453157464,1
26,0,43,0,2902,110,237,14,3,2,2,25,3936.5919527682654,0
6,0,51,3,8955,200,333,18,1,1,2,28,3478.02638582375,1
7,1,53,9,7694,106,105,21,1,2,2,46,3395.399402350747,0
2,0,37,4,4830,161,481,5,5,2,1,22,2373.778368567053,0
21,0,46,8,9834,282,186,46,4,2,2,64,3729.4391667967557,1
1,0,53,6,10489,268,158,6,2,1,2,64,67.59760051939512,1
22,0,24,7,15768,154,197,43,5,1,1,24,1528.0362908271095,0
14,0,16,8,10364,72,381,47,2,1,1,35,3395.687319119072,1
23,0,57,6,2160,196,176,8,2,1,1,45,4936.477121326414,0
21,0,13,4,13268,242,260,19,2,1,1,29,12.571705421379754,1
21,0,25,4,14485,85,286,36,3,1,2,29,2549.861325168539,0
4,1,54,9,2922,286,292,10,5,1,1,53,4619.182145185122,0
23,0,54,5,3804,258,334,1,3,1,2,46,4317.696924083369,1
0,0,57,4,2368,285,142,21,4,1,1,28,115.68097377210707,1
25,0,52,8,15157,148,307,47,4,1,1,23,2647.790636753426,1
3,0,54,2,8093,189,490,35,1,2,2,38,21.435507084667794,0
14,1,4,2,3932,216,196,4,1,1,1,27,3947.8747411618774,0
19,1,11,6,11552,85,475,6,1,2,1,49,1544.374210446729,1
18,1,32,6,5608,215,224,5,4,2,2,64,3827.9533095764427,1
2,1,49,5,12899,117,394,21,2,1,1,50,4723.966708517859,0
290,1,7,2,199960,86,42,9,2,1,1,34,49994.553107531254,1
10,1,46,6,9862,39,453,45,5,2,1,20,4470.555904390697,1
16,1,58,4,5531,160,150,39,4,1,2,60,1020.7172658748309,0
29,1,11,6,10412,190,295,45,1,1,2,35,973.0008496399845,1
26,1,28,1,6344,24,62,45,4,2,2,27,3128.9021644311388,0
12,1,54,5,16759,151,129,19,2,1,2,58,2720.268411239879,0
10,1,41,7,7887,94,254,27,2,1,2,56,47.67303900674425,1
1,1,23,0,17993,45,462,22,3,2,1,60,1958.636755756646,1
8,1,45,3,16158,137,342,34,3,2,2,25,4533.455027585876,1
25,1,23,0,19323,287,213,0,5,2,1,51,4491.79509459931,0
1,1,50,0,17997,163,72,28,4,1,2,54,1019.5344204801743,0
20,1,28,9,3679,15,430,8,3,2,1,58,1909.8153457863039,0
8,0,43,7,7540,17,103,8,3,1,2,50,2801.830054980413,1
8,1,47,6,9488,135,157,21,4,1,2,66,4263.921325461122,0
7,0,57,9,7074,246,271,1,2,1,1,27,2659.9721962067415,0
16,1,26,0,3996,247,314,15,5,2,1,57,4840.999062315174,0
0,1,25,1,5695,197,237,39,5,1,1,35,3995.26068993944,1
24,0,54,3,14235,0,302,5,5,1,1,42,4765.4593648931095,0
28,1,29,0,2366,189,371,12,3,2,2,59,3657.461091881716,1
10,0,19,2,14164,293,157,32,2,2,1,58,4388.12069681265,1
7,0,33,7,6764,44,108,18,5,1,1,53,4155.018961889247,0
9,0,36,7,15527,31,8,14,4,2,2,19,1269.19240870564,0
24,1,14,7,16292,117,320,32,5,1,1,36,1147.6821172713437,0
6,1,14,5,1614,295,58,9,1,1,1,27,4321.9171272836575,1
2,1,35,5,14396,183,357,0,2,1,1,66,423.3886876016146,1
2,0,30,4,18800,190,191,11,1,2,2,20,2042.8180234986592,1
17,0,28,8,16880,234,135,42,2,2,1,36,4103.288851427796,1
4,1,17,3,16888,237,250,28,4,1,2,68,4066.196659205868,0
11,1,3,9,5733,215,378,16,3,1,1,43,693.9140534013477,0
11,1,16,6,3216,73,435,3,3,1,2,68,2438.549004286047,1
290,1,46,0,199960,110,145,28,2,1,2,68,49994.553107531254,1
29,1,30,8,12269,102,346,6,5,2,1,64,1618.6072621960923,1
5,0,52,6,17861,73,465,43,1,2,1,42,4585.905725321683,1
1,0,29,9,13829,251,351,12,4,2,1,67,3265.588060028659,1
11,0,45,8,4960,113,57,4,5,2,1,34,4900.937449221853,1
18,1,15,6,18781,237,176,5,3,2,1,27,333.8310541337941,1
4,0,46,1,8301,172,287,33,5,1,1,63,1971.7508645546588,1
11,0,56,5,8841,78,244,6,1,2,2,68,4175.687810494053,0
26,0,25,9,7730,92,47,45,3,1,2,67,2113.4283460607962,0
26,0,51,3,17883,49,300,27,2,1,1,28,1309.390135216621,1
16,0,38,2,16979,284,437,45,4,2,2,28,4989.037721585536,0
28,1,42,1,978,222,355,9,4,2,1,29,4365.624448511569,0
16,0,59,5,730,80,99,3,3,1,1,57,2732.3683064972424,0
9,1,47,7,56,265,212,2,2,1,2,65,2808.5461812330377,1
24,1,53,5,2243,154,301,24,1,1,1,25,34.31480293826616,1
22,1,54,8,1701,232,479,22,4,2,2,41,4904.972904415559,1
290,1,52,4,199960,235,414,26,3,2,1,31,49994.553107531254,0
14,1,58,1,8303,158,164,13,4,2,2,40,183.6467977231443,1
11,0,38,7,15100,250,399,37,2,2,1,67,881.6509607957823,0
29,0,23,8,12998,281,429,31,1,1,2,53,4105.156151487124,1
15,1,25,9,9393,101,125,22,2,2,2,34,434.32774135980344,1
23,1,42,3,947,50,301,46,5,1,1,62,4708.928637547836,0
18,1,7,5,6553,51,461,39,2,2,1,22,4999.455310753126,1
7,0,22,9,757,208,120,36,2,2,2,20,4432.164047901461,0
20,1,17,7,14866,130,87,2,4,2,1,26,3694.519946787584,1
16,0,18,8,11580,269,216,34,2,1,1,37,2436.4117558438656,1
22,1,49,4,5651,204,60,12,3,1,1,67,412.1478817368679,1
4,0,41,5,7273,218,301,33,4,2,1,37,3652.2311592110095,0
21,1,10,3,10033,256,178,23,4,1,1,68,1984.3257701394323,1
15,0,10,4,3535,184,189,0,5,1,1,36,2851.143155733372,0
5,1,57,6,18677,144,162,11,3,2,2,38,1466.952380708141,0
7,0,7,8,17488,177,80,7,2,2,2,33,1210.7800475737074,0
24,0,48,9,8853,13,493,18,5,1,1,50,1621.4847932320247,1
17,0,50,5,908,245,169,8,3,2,2,22,4069.140117068565,1
24,0,38,5,4617,186,300,27,5,1,1,41,2132.4577007977996,1
11,0,27,7,10048,258,373,13,1,1,2,32,1558.5395598127411,1
14,0,52,3,2311,39,195,26,2,2,1,43,2164.851986374604,1
26,0,33,2,16020,88,202,17,5,1,1,61,161.43682973234152,0
25,1,1,6,17173,124,46,41,1,2,1,42,4453.021414076916,0
8,1,44,4,13585,8,462,40,2,1,2,45,2758.8077958343915,0
12,1,53,1,14017,83,157,5,5,1,1,50,524.1311356033257,0
25,1,34,1,16555,20,407,32,5,1,1,63,1442.0346597456762,0
14,1,4,5,12552,280,193,36,5,1,2,35,4917.7637443888725,0
9,0,17,7,13337,171,426,41,5,1,2,35,2965.2871320196155,1
15,0,4,0,1885,24,417,24,4,1,1,55,1457.0244344992273,0
6,0,43,5,1049,102,278,12,5,2,2,50,2131.7283068299707,0
16,0,54,1,10503,189,316,22,4,1,2,44,1292.3738971766745,0
22,0,26,1,1161,235,478,35,4,1,1,66,159.021285597698,0
25,1,4,6,815,36,420,32,1,1,1,67,4210.15016076027,1
20,1,1,9,3766,271,268,20,2,2,1,32,1462.39320853998,0
21,1,7,0,3239,292,480,33,4,1,1,61,4192.05369427506,1
25,1,30,5,13942,151,198,35,3,1,2,30,2392.785333569617,1
6,0,50,6,8272,281,223,16,4,1,1,69,914.473184738136,0
13,0,9,7,19188,19,262,9,3,2,1,51,4009.343466023293,0
14,0,35,6,869,136,425,22,1,2,1,21,1885.5574052789725,1
20,1,8,5,5526,28,165,43,3,2,2,52,3538.645939033102,0
6,0,24,8,7741,30,179,1,1,1,1,36,4186.1483451436625,0
8,1,19,2,4694,18,427,34,1,1,1,48,4814.928281719269,0
18,0,36,5,1934,147,191,13,1,1,1,42,429.0726629312097,1
15,0,50,3,17087,282,396,46,3,2,2,57,41.93240920218666,0
7,1,52,1,16318,299,215,44,3,1,1,29,2742.124907612237,1
17,0,59,0,18907,162,283,40,1,2,1,29,1321.2048093750007,1
26,0,43,0,19023,112,351,1,1,2,1,59,2345.5089487178816,1
22,1,27,9,6159,149,106,18,2,1,1,42,363.2934357805373,0
28,0,32,2,15719,254,465,15,1,1,2,50,2507.945233366798,1
17,1,14,3,12993,86,97,42,5,2,2,54,624.278265890702,0
29,0,57,1,13813,97,367,43,2,1,1,45,4192.938790995256,1
19,0,18,0,1164,131,481,24,2,2,2,69,3797.4340131822837,0
6,0,28,3,619,96,498,0,2,2,2,60,370.3678910862107,0
2,0,29,6,7982,97,229,1,5,1,1,26,4181.751773639671,1
17,0,16,9,3066,289,256,47,2,1,1,31,1624.792462123113,1
26,0,35,5,8638,226,42,26,2,1,2,20,1764.2987143866546,1
9,0,47,5,2337,144,241,1,3,1,1,22,899.0178712078078,0
6,0,59,8,5594,155,41,29,3,1,1,43,4176.52060746239,0
16,1,59,1,2460,269,94,9,1,1,1,58,2023.5288192421242,0
13,1,31,3,6820,161,433,18,1,1,1,35,244.17935340156848,1
23,0,4,4,3442,111,253,41,4,2,2,55,4831.248139130815,0
2,0,37,0,16191,184,187,15,5,1,1,38,1279.436069804311,0
11,1,17,7,19095,204,384,12,3,1,2,56,4680.88638953236,0
27,0,39,7,16326,96,306,47,1,1,1,33,1506.1918132338026,1
12,0,48,5,10529,54,399,49,5,1,1,57,4157.13297349057,1
1,1,46,4,17675,116,166,7,2,2,2,40,3321.097462295954,0
2,0,26,7,10390,92,270,49,5,1,2,46,4306.417159947823,1
4,0,48,2,14030,292,124,30,3,2,2,27,4880.589933514487,1
10,1,39,2,5374,203,160,44,4,2,2,22,4357.418417283064,1
7,0,41,1,13142,281,86,24,3,2,1,28,2018.3258075001027,1
25,0,4,4,19039,188,308,38,1,2,1,46,4072.517407475814,1
22,1,30,2,12204,83,488,20,1,2,2,62,3558.2540515354654,1
22,0,30,2,7394,179,225,49,5,1,1,44,308.0183541582671,1
11,1,22,5,17088,273,144,37,3,2,1,69,4648.800488688121,1
6,0,11,7,825,180,344,40,1,2,1,51,2329.8054581341557,1
14,0,2,1,9196,180,247,28,2,1,2,31,672.2528284812795,0
23,1,44,3,11652,282,361,5,2,2,2,58,2126.89048599073,0
16,1,12,6,16760,286,5,17,4,1,2,59,3015.7062256073873,1
3,0,30,0,972,105,30,48,5,1,2,27,2864.7306254195482,1
28,1,36,0,11268,128,196,43,1,1,2,59,2873.968233931515,1
21,1,18,9,443,261,231,34,4,1,2,68,1279.1964157586683,1
24,0,26,6,754,10,295,26,2,2,2,28,3163.5122471059453,0
12,0,53,6,16023,161,413,4,4,2,1,28,4537.074168888314,1
17,0,7,0,10363,180,324,6,4,2,1,52,1943.3347327580036,0
0,1,1,0,10897,212,459,9,1,1,2,36,3152.901413100549,0
15,1,58,3,5396,273,134,9,1,1,1,41,1219.9350350362308,0
