"Call..Failure","Complains","Subscription..Length","Charge..Amount","Seconds.of.Use","Frequency.of.use","Frequency.of.SMS","Distinct.Called.Numbers","Age.Group","Tariff.Plan","Status","Age","Customer.Value","Churn","Seconds.of.Use.Interval"
5,1,52,0,15326,110,398,39,1,2,2,69,2419.53659066149,0,"[0,4e+04]"
23,0,11,6,5266,107,220,24,1,1,1,34,1668.39260506141,0,"[0,4e+04]"
4,0,59,7,4354,280,302,5,4,2,2,49,474.078231653212,1,"[0,4e+04]"
19,1,21,8,15082,49,428,0,4,1,2,49,2797.19955751449,0,"[0,4e+04]"
1,1,51,7,4722,13,132,45,3,1,1,45,563.962832133902,0,"[0,4e+04]"
5,1,54,4,17772,133,333,15,4,2,2,46,780.600440883475,1,"[0,4e+04]"
21,1,11,2,8911,75,52,47,1,2,1,42,4910.87627465455,0,"[0,4e+04]"
10,0,30,9,3235,83,449,3,2,1,1,64,1583.52595173539,0,"[0,4e+04]"
15,0,48,8,4576,157,61,28,1,1,1,39,2922.18094810735,1,"[0,4e+04]"
15,0,53,5,1100,285,22,37,2,1,2,44,1361.15971009532,1,"[0,4e+04]"
0,1,35,4,8864,93,43,46,3,1,1,61,4327.54719303073,0,"[0,4e+04]"
8,0,22,2,8708,296,307,27,5,2,2,55,1416.70095436675,1,"[0,4e+04]"
27,1,38,5,18916,93,45,21,4,2,2,37,1834.42575818744,0,"[0,4e+04]"
26,0,31,2,17165,56,146,7,4,2,1,62,3041.93788905017,0,"[0,4e+04]"
5,1,14,9,14439,163,215,31,1,1,1,67,4349.93353822293,1,"[0,4e+04]"
15,1,24,5,19907,97,339,32,1,2,1,41,4081.07077265507,0,"[0,4e+04]"
28,0,50,3,11750,15,46,12,2,1,2,64,1319.29942778482,1,"[0,4e+04]"
2,1,49,1,9781,77,346,26,4,1,2,64,4147.77478747767,1,"[0,4e+04]"
19,1,32,7,4995,71,307,17,3,2,1,25,3505.97657695482,0,"[0,4e+04]"
27,0,36,3,17885,269,23,17,1,2,2,68,4949.14245205508,0,"[0,4e+04]"
26,1,32,8,11986,286,144,12,4,1,1,31,4677.23833993126,1,"[0,4e+04]"
3,1,55,6,12510,65,88,21,5,1,2,56,2665.68361022689,1,"[0,4e+04]"
18,1,15,1,19464,67,173,13,2,2,2,31,3749.64309596271,1,"[0,4e+04]"
25,0,43,3,9268,192,63,10,1,1,2,22,2850.89850993614,1,"[0,4e+04]"
2,0,58,4,502,54,118,38,1,2,2,64,2974.97721057486,0,"[0,4e+04]"
18,1,35,2,9531,167,222,49,3,2,1,38,507.504149888894,1,"[0,4e+04]"
19,0,3,8,8009,24,155,21,1,1,1,32,11.2285423882763,0,"[0,4e+04]"
6,1,16,4,17007,130,177,35,4,1,1,53,240.931872374436,1,"[0,4e+04]"
19,1,5,1,11542,101,319,16,4,1,2,50,4833.15333947212,1,"[0,4e+04]"
8,1,21,2,17434,281,411,31,4,1,2,34,631.341139614946,0,"[0,4e+04]"
0,1,10,8,17713,295,341,13,5,1,1,37,221.94852087593,0,"[0,4e+04]"
7,1,19,6,13435,293,55,41,5,2,1,18,1548.22104853583,1,"[0,4e+04]"
6,0,25,1,4114,2990,58,28,1,2,1,33,2940.89969977264,0,"[0,4e+04]"
17,1,4,8,13568,119,388,5,5,2,2,62,4742.30322151466,0,"[0,4e+04]"
7,0,29,3,3367,230,437,49,5,2,1,35,3499.43789275743,0,"[0,4e+04]"
0,0,19,8,8095,290,427,3,3,1,1,27,1381.76484450083,0,"[0,4e+04]"
10,1,43,1,5141,160,425,10,5,2,1,40,4695.29009118574,1,"[0,4e+04]"
27,1,2,9,3951,160,455,44,2,1,1,35,180.205376326004,0,"[0,4e+04]"
24,0,10,3,14887,77,380,39,2,1,1,66,4895.27003633396,1,"[0,4e+04]"
24,0,43,4,1573,37,485,9,2,1,1,26,293.203504132245,1,"[0,4e+04]"
17,0,25,1,13359,27,219,27,1,1,1,63,3769.24986528583,1,"[0,4e+04]"
22,1,20,9,19018,99,184,10,4,1,1,47,226.487695867265,1,"[0,4e+04]"
29,0,48,0,2768,293,46,34,3,2,1,30,4657.80721184254,0,"[0,4e+04]"
9,1,19,6,5302,123,459,14,1,1,2,69,543.329483655696,1,"[0,4e+04]"
2,1,23,9,13746,91,376,7,4,1,1,69,252.395065135675,1,"[0,4e+04]"
6,1,24,0,1211,254,408,19,3,2,1,48,4446.32577412474,0,"[0,4e+04]"
27,0,11,7,15445,96,101,49,3,2,1,63,478.969419588125,0,"[0,4e+04]"
15,1,46,2,15815,5,43,20,3,2,2,60,3989.65645390042,0,"[0,4e+04]"
25,1,34,9,1160,168,14,0,2,1,2,30,3735.17320228004,1,"[0,4e+04]"
15,1,55,5,7041,270,235,28,2,1,1,49,2994.39019244183,0,"[0,4e+04]"
24,1,28,6,18767,107,360,23,2,1,2,34,1889.81360109653,1,"[0,4e+04]"
19,1,5,9,10846,298,50,29,3,1,2,20,4577.90274816495,1,"[0,4e+04]"
27,0,59,0,5876,46,308,39,3,2,1,18,4355.40627934062,1,"[0,4e+04]"
16,1,5,5,19924,98,33,34,2,2,2,22,2131.23555478246,0,"[0,4e+04]"
1,1,51,6,12889,13,123,32,3,2,2,49,1158.62478157324,1,"[0,4e+04]"
0,0,21,5,13882,193,492,19,2,2,1,42,1362.85834709207,1,"[0,4e+04]"
15,1,12,3,14738,156,76,15,2,2,1,62,1101.61788681277,0,"[0,4e+04]"
29,0,50,0,1095,153,391,8,2,2,2,22,2706.25981380272,1,"[0,4e+04]"
11,1,4,8,5901,114,122,30,4,1,1,54,4342.69414285149,0,"[0,4e+04]"
4,0,54,3,8215,257,204,16,3,1,1,40,3868.05983599085,0,"[0,4e+04]"
4,0,49,6,12911,144,227,30,1,2,1,29,3977.5522997272,0,"[0,4e+04]"
26,1,42,6,14123,290,69,47,2,2,2,51,2241.44245849823,0,"[0,4e+04]"
22,1,20,1,1079,9,229,22,1,2,1,40,1612.2241589919,0,"[0,4e+04]"
8,1,38,0,12510,213,479,5,4,2,2,33,3786.77885352526,0,"[0,4e+04]"
8,0,25,7,19231,232,20,29,3,1,2,66,3966.49137927244,1,"[0,4e+04]"
2,0,14,7,18344,170,107,6,2,1,1,22,3476.76853240353,0,"[0,4e+04]"
18,0,11,6,1473,20,363,47,2,1,2,61,160.535612711342,1,"[0,4e+04]"
15,1,32,7,4888,14,240,39,2,2,1,64,2948.42344034242,1,"[0,4e+04]"
15,0,11,2,4979,125,250,41,1,2,1,45,1735.22914623942,1,"[0,4e+04]"
2,0,18,1,1212,212,134,45,4,2,1,23,980.963745132837,1,"[0,4e+04]"
19,1,27,6,9001,187,89,10,3,1,1,30,3471.97631671149,0,"[0,4e+04]"
23,0,55,7,13248,171,78,33,4,1,1,60,1342.63067843039,1,"[0,4e+04]"
21,0,54,0,419,246,439,11,2,1,2,47,4564.20579477928,0,"[0,4e+04]"
23,1,18,9,15608,4,176,44,4,2,2,43,1490.39536881597,1,"[0,4e+04]"
0,0,56,8,3659,230,297,46,1,1,1,34,2775.90299821822,0,"[0,4e+04]"
23,1,23,3,5283,200,406,26,5,1,2,26,4138.81081825817,0,"[0,4e+04]"
19,1,11,3,10715,148,307,11,5,2,2,33,2010.59169013692,1,"[0,4e+04]"
10,1,21,2,16165,71,101,12,3,1,2,66,4143.28979620513,0,"[0,4e+04]"
16,1,44,5,1340,225,360,7,3,2,2,69,3618.48198734331,0,"[0,4e+04]"
7,1,5,0,14805,73,334,15,4,2,1,35,4604.32976541577,0,"[0,4e+04]"
3,0,23,5,10584,168,111,28,3,2,1,30,1629.17281294883,0,"[0,4e+04]"
5,0,41,1,14780,248,180,34,1,1,1,46,525.140323900661,1,"[0,4e+04]"
7,1,59,8,5137,279,103,28,2,1,2,60,2151.74748965214,1,"[0,4e+04]"
19,1,25,1,17745,151,15,30,2,2,2,62,3929.06734594569,1,"[0,4e+04]"
29,0,41,6,591,223,95,12,4,1,1,41,2252.17556695028,1,"[0,4e+04]"
2,1,54,0,526,224,292,11,2,2,1,62,1309.93965096535,0,"[0,4e+04]"
15,1,10,6,7855,37,145,1,4,1,2,61,138.015887865074,1,"[0,4e+04]"
29,1,22,4,10695,43,403,32,3,2,1,63,1565.11901477914,1,"[0,4e+04]"
24,0,19,7,1292,184,301,7,3,2,2,30,3566.90555581569,0,"[0,4e+04]"
2,0,1,3,18038,240,1,40,1,1,1,42,738.068781133683,0,"[0,4e+04]"
24,1,7,9,16571,209,118,39,2,2,1,58,1704.39690153619,1,"[0,4e+04]"
28,1,4,6,19142,22,342,48,1,2,2,63,101.157308525561,1,"[0,4e+04]"
17,0,1,5,8625,123,93,40,5,2,1,18,3608.77501612996,1,"[0,4e+04]"
13,0,15,4,6431,85,190,31,1,2,1,26,4403.41523525588,0,"[0,4e+04]"
17,1,40,3,15926,42,2,37,4,2,1,21,2842.64158844017,1,"[0,4e+04]"
1,1,12,6,11704,39,429,27,4,1,1,45,129.360529463155,0,"[0,4e+04]"
21,0,22,4,437,168,486,14,1,1,1,29,1088.12656274767,0,"[0,4e+04]"
2,0,22,4,10780,174,110,22,3,2,1,41,2192.34567647464,1,"[0,4e+04]"
15,0,50,0,17216,19,176,23,5,1,2,63,2937.90610280743,0,"[0,4e+04]"
28,1,47,1,8988,108,256,12,1,2,2,26,2481.38171235236,0,"[0,4e+04]"
8,0,17,4,8953,192,360,20,3,2,2,52,4579.33023205636,1,"[0,4e+04]"
3,1,29,2,5794,243,21,11,1,2,2,55,4693.18158200753,0,"[0,4e+04]"
0,0,46,1,3574,279,476,12,2,2,2,52,535.762312695828,0,"[0,4e+04]"
3,0,14,3,16301,227,397,38,4,2,1,50,691.954391036693,0,"[0,4e+04]"
0,0,50,3,684,35,495,22,2,1,1,52,1790.27456116199,1,"[0,4e+04]"
13,0,20,3,4233,44,219,49,2,1,2,63,2106.17440950297,0,"[0,4e+04]"
20,1,50,3,16961,27,468,45,5,1,1,37,2930.33346330563,0,"[0,4e+04]"
15,1,48,2,12997,153,172,42,3,1,1,19,3865.79874893828,0,"[0,4e+04]"
19,0,33,6,8007,22,223,27,4,1,1,61,678.838527808713,1,"[0,4e+04]"
23,1,55,8,16611,206,389,13,2,1,1,43,4013.1984803877,1,"[0,4e+04]"
7,0,59,4,2328,90,64,16,4,2,1,59,3050.14156737657,1,"[0,4e+04]"
6,0,43,3,19115,37,276,23,3,1,2,30,4904.42230397501,1,"[0,4e+04]"
2,0,15,1,9019,227,248,33,1,2,2,47,3255.83839041266,1,"[0,4e+04]"
16,0,12,1,16814,201,259,47,2,2,1,69,3580.45752370359,1,"[0,4e+04]"
0,1,40,4,9255,253,130,21,3,1,2,49,976.044332010848,1,"[0,4e+04]"
15,0,54,6,18093,37,112,9,4,1,2,53,3844.30977679518,0,"[0,4e+04]"
11,0,20,9,5782,220,285,7,3,2,2,36,396.330888415868,0,"[0,4e+04]"
26,1,30,9,1234,186,286,20,1,2,2,39,3282.65218094093,1,"[0,4e+04]"
18,0,38,8,5205,42,417,36,3,2,1,18,277.864544243507,1,"[0,4e+04]"
21,0,3,6,1420,113,210,6,4,2,2,28,576.129106547984,1,"[0,4e+04]"
22,0,590,4,17152,259,19,25,2,2,1,43,539.331371582954,0,"[0,4e+04]"
21,1,56,9,9596,4,214,12,2,1,2,65,262.420324112781,0,"[0,4e+04]"
13,0,26,9,19488,67,309,15,5,1,2,36,1605.69458472948,0,"[0,4e+04]"
29,1,30,9,4355,227,250,29,4,2,1,36,4971.76228951268,0,"[0,4e+04]"
5,0,13,5,19689,122,487,30,5,2,1,29,1741.12684230768,1,"[0,4e+04]"
5,0,13,2,17922,172,381,4,5,2,2,20,3803.87956669275,0,"[0,4e+04]"
12,1,2,4,17715,152,408,31,1,2,2,35,661.585079285503,0,"[0,4e+04]"
18,0,37,7,8261,266,270,15,4,2,1,66,2272.45540132727,0,"[0,4e+04]"
21,0,49,0,13765,156,421,46,2,2,2,22,925.579177824461,1,"[0,4e+04]"
7,1,38,0,5944,161,406,8,4,2,1,65,960.48585046602,1,"[0,4e+04]"
26,1,2,6,7126,213,179,21,1,2,1,41,498.45018287019,1,"[0,4e+04]"
26,1,36,4,16864,25,193,43,4,1,1,31,2160.22076513966,0,"[0,4e+04]"
1,1,54,4,5263,291,440,39,4,2,2,68,377.674603743347,0,"[0,4e+04]"
20,1,26,0,15300,188,312,44,5,2,1,55,4549.0567817783,0,"[0,4e+04]"
29,0,11,8,2793,121,78,36,4,1,1,20,2239.50160785977,1,"[0,4e+04]"
0,1,8,0,2892,229,179,13,5,2,2,23,4192.83070718941,1,"[0,4e+04]"
27,0,44,4,1198,58,491,15,5,2,1,29,4897.32224852756,0,"[0,4e+04]"
14,0,40,9,18756,95,162,42,3,2,2,69,3388.8958941012,0,"[0,4e+04]"
0,0,43,8,18276,261,201,19,1,2,2,28,4507.55378567087,1,"[0,4e+04]"
4,1,22,3,1883,135,13,43,5,1,1,56,676.837602515012,0,"[0,4e+04]"
27,1,20,7,797,282,346,14,4,2,2,43,4149.96822931218,0,"[0,4e+04]"
28,0,8,5,8209,119,245,43,5,2,2,18,1356.08666604988,0,"[0,4e+04]"
15,1,29,2,8235,24,13,25,5,2,2,33,2362.9901942108,1,"[0,4e+04]"
18,1,40,3,16538,145,98,8,5,1,1,65,3232.91324547166,1,"[0,4e+04]"
3,1,26,1,15257,11,32,0,2,2,1,66,4517.71796267607,1,"[0,4e+04]"
2,1,30,0,8050,86,435,34,2,2,1,64,4554.96900464871,1,"[0,4e+04]"
16,0,17,7,5947,108,256,43,2,1,2,26,460.511885709225,1,"[0,4e+04]"
16,0,20,0,9617,265,33,19,2,1,1,22,1822.77744410529,1,"[0,4e+04]"
11,1,52,0,1892,221,18,44,3,1,1,69,3965.87603342108,1,"[0,4e+04]"
27,0,55,3,3424,73,151,5,5,1,2,25,3515.78444616113,1,"[0,4e+04]"
29,1,16,9,9450,101,489,41,3,2,1,38,131.76222510414,1,"[0,4e+04]"
28,1,46,9,13418,136,259,9,4,1,2,50,2249.44702528475,0,"[0,4e+04]"
13,0,43,5,2015,190,163,47,1,1,1,56,4146.26547561809,0,"[0,4e+04]"
20,0,7,8,4833,141,76,32,3,1,2,60,3688.42218666886,0,"[0,4e+04]"
5,0,16,0,9894,72,313,15,2,2,2,37,2059.24896166161,0,"[0,4e+04]"
2,1,45,6,15942,166,415,35,2,1,2,62,3675.80561173378,1,"[0,4e+04]"
27,0,59,9,9065,167,136,5,4,2,2,39,2756.05354568303,0,"[0,4e+04]"
8,1,47,4,565,53,358,18,5,2,1,30,4563.14499034143,0,"[0,4e+04]"
4,0,56,7,7412,258,207,30,1,1,2,56,2935.63587200272,0,"[0,4e+04]"
23,0,48,6,18402,110,241,1,3,2,2,28,2003.67089397184,1,"[0,4e+04]"
28,1,27,3,10077,231,66,17,5,1,2,35,4314.60312284117,0,"[0,4e+04]"
16,1,53,3,10315,160,115,41,5,1,2,47,249.344211533204,0,"[0,4e+04]"
13,1,23,5,12834,18,403,27,3,2,2,50,4502.55321818738,0,"[0,4e+04]"
20,1,24,5,2314,289,201,3,3,2,2,61,3481.73407248893,1,"[0,4e+04]"
2,1,9,8,4412,49,375,0,3,2,1,20,4703.02930212039,0,"[0,4e+04]"
27,1,35,4,3883,174,249,46,3,2,2,18,1252.52434563479,1,"[0,4e+04]"
290,1,51,7,199960,183,445,41,2,1,1,53,49994.5531075312,1,"(1.6e+05,2e+05]"
19,1,20,4,10051,184,441,49,5,2,2,23,4047.31633452997,0,"[0,4e+04]"
28,0,37,1,8216,80,277,15,5,2,2,54,3510.51289892938,1,"[0,4e+04]"
20,1,42,5,11695,155,111,44,2,2,1,46,1051.66851144633,1,"[0,4e+04]"
22,1,17,8,7902,274,450,46,5,2,2,28,1377.94784036422,0,"[0,4e+04]"
0,0,47,2,13187,282,330,1,3,1,2,69,2833.71174226337,1,"[0,4e+04]"
2,1,31,0,17573,248,472,35,1,1,1,30,2233.75301345385,0,"[0,4e+04]"
17,0,55,0,12288,146,233,0,5,2,1,28,3675.58594208264,0,"[0,4e+04]"
24,0,57,2,14210,6,175,38,1,2,1,55,1893.3834573316,0,"[0,4e+04]"
9,1,8,9,6884,156,391,22,1,1,1,68,4297.40260929861,1,"[0,4e+04]"
21,0,15,4,19541,170,456,25,2,1,2,42,2159.60202518375,0,"[0,4e+04]"
25,1,31,2,10559,68,142,10,4,1,1,32,200.206403573962,0,"[0,4e+04]"
2,0,53,8,18125,93,31,41,5,1,1,30,86.8203794247285,0,"[0,4e+04]"
7,0,30,7,3688,185,180,0,2,2,1,59,3233.71293042274,1,"[0,4e+04]"
13,0,46,2,14114,169,66,10,2,2,2,50,2702.76559140913,0,"[0,4e+04]"
23,1,20,8,5369,203,3,23,1,1,1,30,2713.72321678144,1,"[0,4e+04]"
17,1,39,5,11938,41,285,9,5,1,2,55,3950.04508014223,1,"[0,4e+04]"
14,0,53,6,4023,12,268,13,2,2,2,41,1878.6011731986,0,"[0,4e+04]"
21,0,55,3,15982,153,235,13,3,2,2,37,4977.23498797492,1,"[0,4e+04]"
22,1,12,3,17100,273,276,6,2,1,2,61,4727.65050304926,0,"[0,4e+04]"
1,1,49,1,3967,297,40,22,3,2,1,34,64.8088357891235,1,"[0,4e+04]"
26,0,17,4,7423,50,120,42,4,1,1,67,4478.71384099378,0,"[0,4e+04]"
9,0,42,7,6450,211,493,21,3,2,2,41,3402.74825185054,0,"[0,4e+04]"
1,1,30,6,12213,143,274,35,3,2,1,43,2510.45168408017,1,"[0,4e+04]"
25,1,29,6,3215,2,230,26,1,1,1,57,2913.73737047021,0,"[0,4e+04]"
16,1,19,5,390,253,303,1,2,2,1,49,4209.28681632161,0,"[0,4e+04]"
7,1,46,2,19421,255,85,38,4,1,1,46,4755.18696036512,1,"[0,4e+04]"
0,1,11,4,232,97,62,45,2,2,2,31,2801.66812368221,1,"[0,4e+04]"
8,0,34,0,19515,172,403,18,3,1,1,54,906.45723594295,1,"[0,4e+04]"
10,1,50,6,7634,149,191,6,3,1,1,39,3198.76991911132,1,"[0,4e+04]"
21,0,7,8,11498,278,292,11,2,1,2,51,381.094841942903,1,"[0,4e+04]"
15,1,44,0,10916,58,30,2,4,2,1,44,3175.69368417434,0,"[0,4e+04]"
6,0,58,1,233,112,329,46,4,1,1,45,4043.05901263437,0,"[0,4e+04]"
28,1,34,2,1391,242,145,4,1,1,1,39,1766.65718242943,0,"[0,4e+04]"
9,1,59,2,11084,56,106,7,3,2,2,60,355.922121275868,1,"[0,4e+04]"
22,0,20,7,9447,59,358,13,3,2,1,20,3461.13064206453,1,"[0,4e+04]"
25,0,50,6,14184,215,109,35,1,1,1,39,1696.6437508429,0,"[0,4e+04]"
2,1,38,5,11882,232,275,6,2,1,2,65,1245.48325940276,1,"[0,4e+04]"
17,1,24,9,14838,54,209,6,3,2,1,38,3445.90879471621,0,"[0,4e+04]"
24,1,10,9,17273,207,138,49,2,2,2,33,4847.93234454397,0,"[0,4e+04]"
23,1,32,3,7902,62,85,45,4,2,2,26,3726.61188712869,1,"[0,4e+04]"
12,1,52,8,12879,183,43,31,5,1,2,30,2456.75020279688,1,"[0,4e+04]"
27,0,15,0,17129,280,81,7,1,2,1,27,3002.55361212074,1,"[0,4e+04]"
25,0,37,1,9911,25,63,11,3,1,1,66,711.394543428944,1,"[0,4e+04]"
6,1,20,3,427,176,377,9,1,1,1,38,4066.06642841404,1,"[0,4e+04]"
24,0,3,2,731,62,417,13,4,1,1,66,3021.47505305709,1,"[0,4e+04]"
3,0,37,0,799,72,342,8,4,2,1,59,4829.15198999009,0,"[0,4e+04]"
12,0,57,4,7025,166,320,37,4,2,2,57,4897.41684144974,1,"[0,4e+04]"
19,1,40,6,14481,224,54,29,4,2,2,24,1772.93346220202,0,"[0,4e+04]"
0,0,8,1,7624,64,73,4,5,1,2,63,4942.72967756335,0,"[0,4e+04]"
7,1,40,4,14961,68,372,0,2,1,2,39,4784.16764051295,0,"[0,4e+04]"
13,0,44,5,18922,8,128,0,2,2,1,35,3199.15981902568,1,"[0,4e+04]"
15,1,56,6,8232,235,255,19,5,2,2,38,1667.32214229578,0,"[0,4e+04]"
13,0,23,0,3367,197,421,48,2,1,2,68,3766.70110373885,1,"[0,4e+04]"
11,1,40,6,13262,172,230,10,4,1,1,67,1356.18615678068,1,"[0,4e+04]"
18,1,11,3,5229,281,496,25,2,1,2,31,3149.2194833729,1,"[0,4e+04]"
22,0,46,7,18799,27,136,43,1,1,1,27,122.90806899782,1,"[0,4e+04]"
14,1,8,3,13747,295,350,2,2,2,1,50,3142.91398272087,1,"[0,4e+04]"
27,1,29,5,19333,133,454,5,1,1,1,26,4758.04142366781,0,"[0,4e+04]"
1,1,30,8,4261,26,400,42,3,1,2,35,1175.7152135311,1,"[0,4e+04]"
1,1,56,4,3466,37,354,44,1,2,2,30,3890.89743357889,0,"[0,4e+04]"
22,1,10,3,13785,195,111,10,1,2,2,34,1467.11774957801,1,"[0,4e+04]"
21,1,39,7,3088,202,484,7,4,2,2,40,3539.24874364321,1,"[0,4e+04]"
18,1,28,8,13015,84,307,28,4,2,2,42,3499.86184936763,1,"[0,4e+04]"
24,1,49,3,1115,29,145,9,4,1,2,33,923.688708452393,0,"[0,4e+04]"
25,0,36,2,4578,98,446,33,1,1,1,41,2985.6395521051,0,"[0,4e+04]"
29,0,13,7,2590,189,32,23,5,1,1,48,4295.84476556577,0,"[0,4e+04]"
28,1,32,4,7372,11,259,45,4,1,2,28,1912.66534719781,0,"[0,4e+04]"
21,1,36,1,3573,90,86,47,4,1,2,40,3551.38475674456,1,"[0,4e+04]"
25,0,37,9,2978,29,330,16,1,2,1,58,3372.15017617273,1,"[0,4e+04]"
25,0,26,8,10639,212,435,31,3,2,1,56,1287.57000900302,0,"[0,4e+04]"
21,0,22,2,9422,37,264,10,3,1,1,39,4593.21779892852,0,"[0,4e+04]"
16,1,4,1,10858,59,319,33,2,2,2,50,2817.56042058136,0,"[0,4e+04]"
19,0,31,0,4975,293,29,23,3,1,2,58,1776.46328402762,0,"[0,4e+04]"
9,1,18,7,4925,142,391,4,4,1,2,59,821.791878512184,1,"[0,4e+04]"
5,1,38,2,10786,179,231,28,5,1,1,65,2367.29176209884,1,"[0,4e+04]"
14,0,24,6,19814,284,388,47,2,1,2,35,3650.5671895085,1,"[0,4e+04]"
21,1,56,0,14716,111,75,47,5,1,2,31,3118.20134885494,0,"[0,4e+04]"
10,1,23,0,1995,229,446,33,5,2,2,45,3635.26279776382,0,"[0,4e+04]"
27,1,22,8,13844,20,128,15,4,2,2,28,3958.80376150192,1,"[0,4e+04]"
4,1,2,7,3891,144,270,24,1,1,2,41,2205.0238324472,0,"[0,4e+04]"
0,0,31,2,15522,145,88,36,1,1,2,53,2600.83092012146,0,"[0,4e+04]"
7,0,55,5,7145,165,465,7,1,2,1,36,4932.11055790445,0,"[0,4e+04]"
20,1,11,2,8498,139,421,28,3,1,2,30,4840.25697910433,1,"[0,4e+04]"
27,1,28,3,9554,202,169,45,1,1,1,50,2074.0856237943,0,"[0,4e+04]"
11,0,46,0,2102,243,127,24,4,1,1,36,3425.89762103248,1,"[0,4e+04]"
11,1,32,4,3030,112,173,41,3,2,1,64,1337.95089163926,0,"[0,4e+04]"
4,0,5,0,8524,200,436,22,1,1,2,69,763.487728178242,0,"[0,4e+04]"
6,1,38,0,8107,258,25,33,5,1,2,49,3842.00611311867,1,"[0,4e+04]"
3,1,10,9,16626,254,60,2,4,2,2,32,2180.89984709012,1,"[0,4e+04]"
5,0,40,6,18268,22,487,29,4,1,2,28,885.264018250095,1,"[0,4e+04]"
12,0,46,5,14935,245,378,49,2,1,1,40,3794.23961760274,1,"[0,4e+04]"
19,0,24,1,9624,86,66,33,4,2,2,22,4575.85179897012,0,"[0,4e+04]"
29,0,35,1,15823,218,437,31,5,2,1,39,4666.36750228868,0,"[0,4e+04]"
14,1,44,6,7863,26,405,28,4,1,2,59,2981.6685423131,1,"[0,4e+04]"
2,0,48,0,3109,289,25,8,2,2,2,35,2398.20564487437,1,"[0,4e+04]"
22,1,23,1,18570,288,82,1,4,1,1,24,709.332930809028,0,"[0,4e+04]"
7,0,17,7,12482,222,491,38,4,1,1,50,3963.94902128052,0,"[0,4e+04]"
19,0,1,5,1550,177,363,6,2,2,1,20,4726.61576050145,0,"[0,4e+04]"
15,1,55,1,646,147,366,45,4,1,2,45,4447.30206808698,1,"[0,4e+04]"
12,0,31,6,13407,226,59,4,3,2,1,18,3758.91727218835,1,"[0,4e+04]"
17,0,31,3,12700,185,38,7,4,2,1,66,22.8443129538802,0,"[0,4e+04]"
27,0,42,1,537,293,122,31,1,2,1,64,2038.7543730367,1,"[0,4e+04]"
9,0,57,5,14166,40,291,17,1,1,2,54,2053.57085850904,0,"[0,4e+04]"
29,1,55,8,6572,190,276,37,3,2,1,39,4471.84116479866,1,"[0,4e+04]"
18,1,42,8,234,78,424,45,4,1,1,65,328.253584595242,1,"[0,4e+04]"
16,0,53,7,14067,204,373,17,5,2,2,61,2656.11291940963,0,"[0,4e+04]"
23,0,56,2,9696,277,303,48,4,2,1,36,680.672019635586,0,"[0,4e+04]"
18,0,34,2,14150,271,281,40,1,1,1,31,3311.46957132986,1,"[0,4e+04]"
27,1,9,1,17758,31,190,44,2,1,1,20,3961.2774408909,0,"[0,4e+04]"
25,1,22,4,1909,141,460,15,3,2,2,36,3209.79605985816,1,"[0,4e+04]"
22,1,13,3,12150,250,291,20,2,1,1,50,3972.92570510313,0,"[0,4e+04]"
25,1,25,6,80,293,151,9,5,1,1,38,3037.4814886594,0,"[0,4e+04]"
4,0,48,3,2083,97,383,490,4,2,1,18,949.195552374382,1,"[0,4e+04]"
25,0,18,8,13378,135,232,3,5,2,1,43,1913.31759251187,0,"[0,4e+04]"
20,0,51,1,15217,276,473,43,2,1,1,27,4784.34408098628,1,"[0,4e+04]"
29,1,12,5,18074,42,404,7,4,2,1,52,1440.87456389003,1,"[0,4e+04]"
22,0,40,6,17140,119,145,46,5,2,1,30,314.31192131675,1,"[0,4e+04]"
8,1,17,3,2670,219,270,18,1,2,2,23,1924.14987447776,1,"[0,4e+04]"
11,1,15,5,3751,45,334,46,1,1,2,60,1831.53559422057,0,"[0,4e+04]"
20,0,42,6,11744,235,133,39,3,1,2,23,2351.54407866209,1,"[0,4e+04]"
0,0,15,3,5261,47,170,39,1,1,1,52,2801.51711040606,1,"[0,4e+04]"
25,0,15,7,14691,197,414,8,1,2,2,33,4962.11633253545,1,"[0,4e+04]"
25,1,55,8,6852,83,27,29,2,1,1,58,3781.16971093009,0,"[0,4e+04]"
0,1,39,0,1494,30,135,16,1,2,1,25,179.453821288552,1,"[0,4e+04]"
14,0,13,6,17285,160,412,39,1,2,1,20,3563.56164103256,1,"[0,4e+04]"
1,0,17,8,672,70,404,43,2,2,2,22,4121.15874205879,0,"[0,4e+04]"
29,1,32,9,8630,7,464,14,1,2,2,38,4478.15369442193,1,"[0,4e+04]"
21,0,9,4,10268,51,375,3,1,1,1,48,2120.03051451201,1,"[0,4e+04]"
15,1,40,1,444,44,240,5,3,2,1,31,1568.12784052925,0,"[0,4e+04]"
24,1,20,9,9157,292,343,15,1,2,2,54,4196.62396361619,1,"[0,4e+04]"
7,0,26,5,11982,299,441,25,1,1,2,36,3888.07704679269,1,"[0,4e+04]"
12,0,27,6,8655,37,443,36,3,2,2,54,2680.21224982913,0,"[0,4e+04]"
20,0,21,1,18582,230,433,22,2,1,2,37,589.413922075761,0,"[0,4e+04]"
0,0,18,1,2287,261,227,12,1,1,2,69,3258.8066953405,0,"[0,4e+04]"
15,1,13,9,11957,67,286,46,5,1,2,19,328.337832164371,1,"[0,4e+04]"
28,1,16,9,4008,178,302,16,2,2,2,24,501.834023450836,1,"[0,4e+04]"
