Call..Failure,Complains,Subscription..Length,Charge..Amount,Seconds.of.Use,Frequency.of.use,Frequency.of.SMS,Distinct.Called.Numbers,Age.Group,Tariff.Plan,Status,Age,Customer.Value,Churn
9,1,14,8,5253,98,42,4,3,1,1,43,79.43,0
3,1,55,8,9656,232,32,39,3,2,2,26,274.54,1
4,0,14,0,7247,275,45,48,5,2,1,57,161.63,0
1,1,10,5,7177,248,0,74,5,1,2,28,173.47,0
7,1,12,9,8269,43,37,79,1,1,2,24,419.86,0
1,0,38,7,3372,176,26,16,3,1,1,47,494.12,0
8,0,44,2,7834,134,37,38,3,2,2,19,258.74,1
1,0,55,8,9783,233,34,4,2,1,2,47,194.8,0
8,1,46,1,7617,159,9,4,1,2,2,21,469.15,0
6,1,34,5,6150,198,11,27,1,1,1,31,275.2,0
7,0,41,0,9102,52,9,86,5,2,2,30,378.66,1
1,0,10,6,5158,38,33,86,1,2,1,42,236.18,1
6,1,58,2,8727,129,23,17,2,1,1,30,141.15,0
5,0,17,6,6206,40,27,98,1,2,1,30,344.7,1
3,0,17,3,1303,190,21,96,4,1,2,54,349.18,0
6,0,3,8,1333,171,44,70,4,2,2,61,257.08,1
3,1,31,4,5506,137,15,54,2,2,2,23,171.48,0
1,1,51,2,3331,264,12,97,5,2,1,43,424.32,0
9,1,1,7,5561,263,35,8,3,1,2,31,173.89,1
6,1,12,5,1079,139,35,53,1,2,1,25,346.56,0
7,1,39,1,4763,21,42,5,5,1,1,41,222.79,0
1,1,4,2,6196,44,22,69,5,2,2,39,262.62,1
4,0,42,7,1732,207,13,47,1,2,2,57,145.13,0
0,1,13,9,4976,257,31,74,3,1,1,56,342.27,0
6,1,34,6,6659,119,2,40,1,1,1,66,151.62,0
7,0,42,9,2384,254,26,7,3,2,2,38,268.57,1
5,1,21,5,3124,259,18,12,2,2,2,60,197.81,1
4,1,22,0,7652,172,21,94,3,2,2,43,483.62,0
5,0,57,8,6283,57,0,25,5,2,1,27,492.0,1
1,0,4,2,8176,80,4,28,2,2,2,30,389.07,0
0,0,18,4,7605,143,48,43,4,2,2,59,492.76,1
6,1,5,6,6707,248,32,77,2,1,1,31,101.1,1
6,0,19,6,3292,77,18,47,3,2,1,26,496.55,1
9,1,2,2,9376,287,35,49,2,1,2,24,96.6,0
9,1,12,3,1997,41,5,86,2,2,2,56,236.95,1
1,1,17,9,5664,132,14,54,4,2,2,48,157.53,0
1,1,10,6,3357,31,35,18,3,1,1,67,479.23,0
0,0,34,7,6491,164,32,27,5,2,2,33,336.11,1
9,0,6,1,2679,119,23,72,2,2,1,25,318.71,0
7,1,8,8,6715,280,26,6,1,1,2,65,498.85,1
7,0,51,6,5886,124,48,75,5,2,1,68,325.59,0
0,1,11,7,8440,229,10,93,2,1,2,32,340.77,0
7,1,57,5,7821,239,48,69,5,2,2,42,70.15,0
8,1,12,5,4527,261,22,71,1,2,2,64,436.57,1
3,0,9,8,7813,258,32,22,5,1,1,55,486.54,0
0,1,2,3,3745,18,40,59,5,1,1,58,482.14,1
0,1,8,4,5090,43,45,47,1,2,1,32,149.5,0
2,0,58,8,7158,237,46,68,1,1,1,42,151.66,0
4,0,11,0,9561,82,28,32,1,1,2,24,214.72,0
4,0,53,3,8471,221,30,83,4,1,1,43,189.59,0
8,0,36,6,4743,81,0,97,1,2,1,25,187.53,1
9,1,10,8,8008,67,33,1,5,1,2,35,322.35,0
1,0,21,9,4324,229,17,54,1,1,1,38,412.52,0
1,1,20,5,9632,284,17,46,2,1,2,33,471.55,0
5,0,48,7,4257,258,5,41,1,1,1,64,80.54,0
8,0,8,8,1226,25,39,41,1,1,1,20,175.09,1
0,0,36,9,3401,84,0,8,3,2,2,18,164.76,0
8,0,29,3,5718,115,46,32,5,2,2,30,210.85,1
8,0,42,0,2024,145,41,30,5,2,2,49,240.95,0
8,0,12,7,6672,83,29,46,2,2,2,29,225.13,1
4,1,14,1,8727,263,3,92,4,2,1,48,478.47,1
8,0,48,0,6280,27,31,52,3,1,1,58,246.71,0
3,0,54,6,1870,52,9,96,2,1,2,19,298.22,1
1,0,50,9,4199,59,42,89,2,2,2,58,386.88,0
5,0,21,8,2745,12,4,98,5,1,1,25,376.29,0
3,1,22,8,6270,241,8,61,3,1,2,42,312.33,1
5,0,21,2,9635,228,4,97,5,1,1,22,437.37,0
2,0,44,5,6886,68,10,13,4,2,2,62,330.88,0
5,0,50,6,6590,293,34,89,5,1,2,19,443.64,1
1,0,30,9,8897,73,26,40,1,1,2,59,186.24,0
1,1,39,8,9664,79,3,61,5,2,2,55,109.41,0
8,0,20,1,9271,151,9,44,1,2,1,56,418.78,1
6,1,24,7,6158,211,38,62,2,1,2,20,222.13,1
2,0,23,6,9431,216,32,44,4,1,1,63,342.99,0
0,1,7,3,1589,230,37,48,1,2,2,65,381.79,0
7,1,9,1,2884,255,7,74,4,2,2,55,197.02,1
5,0,1,7,6399,90,48,59,5,1,1,39,277.32,0
6,0,26,4,9503,260,23,57,5,1,2,57,452.72,1
8,1,38,5,2076,60,38,95,2,2,1,50,445.91,0
4,1,38,6,8235,294,32,11,5,1,2,69,387.21,1
0,0,54,9,7837,213,40,25,1,2,1,49,393.23,0
9,1,44,0,1033,34,42,61,2,2,2,64,453.96,0
6,1,22,7,2841,50,18,46,4,2,2,34,381.35,1
4,1,44,3,5481,78,1,54,2,1,2,35,202.81,0
2,0,10,8,9440,13,10,34,4,1,2,20,104.35,1
8,1,55,0,2134,249,34,84,3,2,2,23,239.85,1
0,1,58,1,8261,40,16,7,1,2,1,66,89.3,1
0,1,6,5,6298,126,41,97,1,2,1,30,102.1,0
0,0,17,9,8017,204,2,62,4,2,1,48,477.58,0
2,0,51,0,8771,99,21,57,5,1,2,34,354.15,1
5,1,50,3,9567,187,34,99,5,2,2,38,433.22,1
9,0,38,7,9915,154,20,93,3,2,2,33,339.3,1
2,1,24,9,2913,211,24,76,4,2,1,34,238.34,0
7,0,51,4,5297,212,38,5,3,1,1,49,61.32,1
9,0,10,8,2942,33,1,76,4,2,1,18,480.13,1
1,1,56,5,5004,114,0,93,3,2,2,65,81.92,0
8,0,8,0,2331,284,6,35,4,2,2,55,324.57,1
2,0,21,5,8890,69,19,84,1,2,1,25,95.99,0
4,0,56,5,5588,24,42,37,3,2,1,18,177.87,1
9,1,6,5,1337,94,5,60,3,1,1,19,133.62,1
7,0,21,7,8066,206,35,65,4,1,1,64,299.17,1
1,0,57,5,8813,244,20,16,2,1,2,54,449.18,0
5,1,39,4,9983,272,45,30,2,2,1,41,336.03,0
4,0,24,1,4611,15,34,73,1,2,2,44,348.88,0
9,0,33,3,4700,298,35,42,5,1,2,37,459.02,1
8,0,59,9,7118,67,7,61,5,2,2,64,387.24,1
4,0,18,4,8105,154,49,74,1,1,2,38,439.68,1
1,0,56,9,3673,51,3,77,5,2,2,59,237.38,1
4,1,28,3,3122,209,42,48,4,1,2,54,439.41,0
3,1,57,1,8082,183,15,62,2,1,1,52,340.64,1
6,0,52,6,9250,104,2,84,1,2,1,55,111.02,1
5,0,32,9,3062,226,6,93,4,2,1,32,67.42,0
1,0,12,9,2254,120,1,64,1,1,1,67,159.82,1
4,1,48,1,4688,189,0,57,2,1,2,63,220.26,0
6,1,42,0,4748,172,0,68,5,2,1,59,426.91,1
6,0,27,4,7342,128,37,46,4,1,2,47,383.56,0
4,0,10,0,5130,237,6,28,2,2,1,21,479.92,1
8,1,46,0,5257,154,23,77,1,1,1,60,301.63,0
3,0,57,0,4029,151,4,3,3,2,2,69,386.48,0
2,1,52,5,3846,131,20,37,4,2,2,56,173.88,1
3,1,42,8,9662,294,27,48,1,2,1,32,355.81,1
4,0,32,9,5035,235,17,19,1,1,1,40,367.77,0
5,1,42,0,3899,266,23,92,2,2,2,58,431.79,0
2,0,26,4,5443,294,31,83,1,2,2,32,291.38,1
1,0,25,8,5789,174,44,17,4,2,2,43,342.05,0
3,0,11,8,1912,230,32,82,4,1,2,29,141.37,1
4,0,23,0,5242,78,9,82,1,2,2,35,381.54,1
3,0,34,7,8541,233,8,87,2,2,2,23,427.29,1
2,0,57,0,2711,133,48,40,4,2,2,35,317.18,1
7,1,52,7,9866,21,32,50,3,2,2,67,102.05,1
9,1,40,0,2439,61,32,73,5,2,2,41,190.79,1
3,1,23,4,6613,138,6,29,2,1,2,55,263.98,0
1,1,29,7,4630,144,3,51,2,2,1,45,354.72,1
1,0,31,5,6375,154,27,42,5,2,2,32,194.15,0
0,1,7,8,8103,136,22,29,5,1,2,36,428.13,1
3,1,40,0,9877,235,31,66,4,1,1,22,217.31,1
9,1,33,8,5216,80,43,17,1,1,2,21,69.28,1
8,0,21,0,3466,282,15,31,1,1,1,34,407.3,0
6,1,2,9,8824,196,45,92,3,2,2,27,339.9,1
9,0,18,9,5124,12,9,52,1,1,1,29,410.88,1
6,1,47,2,1965,294,13,39,3,2,2,22,207.0,1
6,0,33,0,7928,31,38,60,3,1,1,24,57.93,1
7,0,37,2,7096,175,35,94,2,1,1,61,83.19,0
0,1,34,1,7157,255,33,99,2,2,2,40,100.31,0
9,0,20,1,9120,243,23,51,4,1,2,19,412.32,1
9,0,35,8,2508,167,17,84,5,1,1,47,185.65,1
7,1,51,7,1871,160,15,16,5,2,1,69,499.05,0
3,1,50,0,1863,222,40,98,3,1,1,66,391.27,1
3,1,54,3,4055,227,36,14,5,1,2,62,320.52,0
3,0,18,0,6133,255,40,90,3,1,1,54,492.63,0
5,0,46,0,3682,285,24,84,5,2,1,22,192.34,0
6,0,24,3,6278,160,7,42,4,2,1,37,124.53,0
5,1,8,1,6448,205,23,51,2,2,1,43,381.77,0
0,0,30,2,1613,30,19,24,2,2,2,61,175.14,0
7,0,44,8,2872,266,47,82,3,2,2,61,482.47,0
9,0,53,1,8723,26,29,43,5,1,1,56,494.63,1
6,0,10,3,8189,60,19,73,1,2,2,23,466.88,0
5,0,23,0,6386,279,17,19,4,1,2,46,475.14,1
5,0,52,1,7942,92,3,84,5,2,1,27,327.04,1
4,0,49,4,9759,133,47,61,1,1,1,68,361.45,1
5,1,11,9,1244,299,35,94,4,2,2,33,92.41,0
8,1,2,0,1020,271,5,63,4,2,2,51,393.37,0
9,1,58,6,9585,58,2,26,2,1,1,48,140.93,0
8,0,26,3,6767,15,17,95,3,1,1,53,428.15,1
9,0,36,5,4515,126,46,35,5,1,1,58,482.69,1
7,1,33,7,2910,127,39,67,4,1,1,22,145.57,1
9,0,47,5,9481,272,17,56,5,2,1,50,85.11,1
8,1,13,1,6882,138,22,40,4,1,2,60,267.75,0
9,0,40,0,9552,180,34,29,2,1,1,36,406.2,1
7,0,25,7,9076,36,5,6,3,2,1,49,396.79,0
7,1,4,7,2622,208,25,52,1,1,1,40,363.57,1
0,1,42,8,5314,106,20,1,1,1,1,20,419.31,0
9,1,19,5,3453,26,23,52,2,1,2,18,128.74,1
4,1,18,0,3015,182,14,24,4,2,2,53,343.37,0
3,1,37,8,3800,110,26,34,2,1,2,58,322.56,1
1,0,30,2,9772,195,31,7,3,2,2,45,119.04,0
7,0,19,5,7752,193,11,75,1,1,2,65,236.49,0
2,0,58,9,8453,224,4,11,5,2,2,56,433.64,0
3,1,23,9,3853,260,6,36,1,2,1,22,487.31,1
6,1,59,8,3236,225,21,20,3,1,1,30,349.44,0
9,1,54,2,5176,38,26,63,4,1,1,28,464.87,0
8,1,16,4,3155,111,14,80,2,1,2,63,109.42,0
1,1,1,4,6698,132,38,63,1,1,2,39,488.78,0
2,1,12,9,7829,63,44,69,1,1,2,66,65.08,0
3,0,24,6,9537,292,34,88,5,1,1,40,287.27,1
9,0,34,3,2886,111,25,30,2,2,2,29,180.95,0
0,0,53,3,7471,126,22,30,5,2,1,38,416.26,1
6,0,57,6,9746,113,12,97,5,1,2,36,147.89,0
1,0,8,8,4770,54,25,84,4,2,1,22,55.19,1
4,1,18,3,9391,123,2,22,1,1,2,41,236.57,1
0,1,57,3,3940,40,28,61,2,1,1,47,78.85,1
2,1,48,5,4490,173,1,21,4,2,1,25,180.54,1
1,1,5,5,8899,198,27,37,4,1,2,19,339.69,1
0,1,26,6,1306,204,22,27,4,2,2,66,182.62,1
6,1,30,0,4075,270,35,35,3,1,1,51,160.61,0
4,0,54,2,2656,216,48,38,3,2,2,40,119.97,0
0,1,13,8,8244,61,5,60,4,1,2,20,110.83,0
5,1,19,5,7611,58,10,70,3,2,1,69,286.64,0
4,1,29,5,7322,15,37,32,2,2,1,41,356.68,1
2,1,3,4,3692,233,33,80,1,1,1,35,253.73,1
6,0,26,2,2764,32,16,92,2,1,2,64,105.62,1
9,0,40,4,1275,154,2,80,1,2,1,54,341.49,0
8,1,59,0,6271,119,43,27,3,1,2,66,300.7,0
8,0,58,2,8331,221,45,3,2,1,2,48,221.57,1
8,0,58,3,6025,50,33,49,5,1,1,31,198.52,0
1,1,12,4,5050,181,21,85,4,1,2,18,132.42,1
2,1,2,9,9080,195,28,30,1,1,2,31,115.83,1
6,1,11,8,4460,223,28,22,1,1,1,58,202.45,0
4,1,44,3,4835,61,4,19,5,2,1,22,68.73,1
1,1,28,2,5278,79,9,31,5,2,2,48,246.48,0
2,0,18,9,2844,205,9,20,4,1,1,48,320.71,0
9,1,13,0,1071,160,8,19,3,2,1,47,473.74,0
5,1,37,9,8386,118,20,2,2,1,2,53,331.62,0
6,1,22,5,7862,127,12,40,2,2,1,18,330.83,1
8,0,12,6,8340,104,9,39,2,1,1,20,218.49,1
0,1,2,9,8635,265,37,91,3,1,2,37,109.99,1
6,1,37,7,2043,53,10,72,4,1,2,60,251.12,1
7,1,7,0,4042,76,3,54,2,2,2,65,319.4,0
2,0,26,3,1814,165,45,27,1,1,1,60,375.82,0
3,1,26,4,6622,215,30,79,1,1,1,38,421.74,1
9,1,24,1,8332,283,48,12,1,2,2,47,165.17,0
5,1,12,0,1309,164,33,78,5,2,1,59,158.55,0
9,0,16,7,7661,188,41,71,5,1,1,61,304.38,1
6,1,23,5,5227,69,34,17,3,2,1,47,304.71,1
3,1,40,4,2877,83,38,90,2,2,1,22,148.08,0
7,1,9,8,3486,58,38,84,5,1,2,27,314.36,1
4,0,32,1,7886,280,32,10,1,1,2,41,205.65,0
0,1,15,9,5835,82,7,19,5,1,1,62,337.69,0
3,1,37,7,1794,205,31,82,1,1,1,68,180.97,1
2,1,13,9,7786,188,32,30,2,2,1,56,316.53,1
8,0,5,8,5014,57,7,30,3,1,2,65,395.74,1
7,0,11,0,8392,81,45,25,4,1,2,23,491.07,0
0,1,10,6,6353,122,13,88,4,1,2,27,459.98,1
5,0,52,7,4407,254,33,74,1,2,2,59,276.59,1
8,0,13,2,1974,168,7,66,5,1,2,60,269.76,1
6,0,41,3,5237,283,41,96,5,1,1,27,246.97,1
3,1,53,2,8248,277,6,35,1,1,1,42,62.49,0
0,1,46,6,5369,39,12,51,2,2,2,31,124.68,1
1,0,50,8,9050,106,20,71,1,1,2,64,76.64,0
4,0,15,2,1464,260,46,71,2,1,1,56,363.36,1
4,0,42,5,6327,16,31,27,3,1,2,30,235.96,1
7,1,56,7,6415,101,10,10,3,1,1,28,78.7,1
5,1,7,5,9115,122,13,97,1,2,2,56,360.76,0
7,0,40,1,1287,268,10,43,3,2,1,28,340.0,1
1,0,28,6,4195,116,1,55,5,1,2,63,373.98,1
2,0,32,1,2992,72,33,71,2,2,1,66,319.93,1
5,0,35,1,8450,280,43,6,4,2,1,33,122.69,0
9,1,15,1,3925,208,46,6,4,1,2,50,77.63,1
2,0,48,0,2120,155,16,77,3,1,2,58,417.71,1
5,1,36,0,6310,70,13,48,2,2,2,58,147.11,0
5,0,21,6,1446,129,24,77,5,1,2,49,294.14,0
1,0,6,4,7627,70,47,2,4,1,2,27,268.35,0
6,0,1,2,3896,35,26,83,5,1,1,68,464.47,0
1,0,4,0,1721,124,7,51,5,1,2,32,298.6,1
5,0,11,9,3163,49,16,61,4,2,2,33,311.01,1
0,1,44,5,4980,125,4,19,4,1,2,60,193.78,0
2,0,26,0,5502,145,11,2,3,2,2,44,481.41,0
1,0,37,8,2725,286,37,51,2,1,1,66,325.57,0
6,0,23,1,9885,30,17,26,1,1,2,68,52.24,0
3,1,29,0,4413,40,25,70,2,2,2,62,300.24,1
7,1,21,6,1494,256,30,20,1,2,2,49,213.74,0
5,1,48,5,1947,36,36,23,4,2,2,23,64.45,0
9,1,45,5,1022,82,5,54,5,2,1,64,244.2,1
3,0,45,4,2128,106,40,15,2,1,1,65,398.1,1
4,0,49,3,1557,170,14,6,5,1,1,53,276.71,0
8,0,27,3,4730,296,41,92,2,2,1,25,337.76,0
6,1,39,2,6341,221,48,35,2,1,1,42,337.88,0
9,0,40,9,7998,85,25,75,5,1,2,24,351.96,1
8,0,13,7,8182,152,11,8,3,1,1,34,224.42,1
6,1,23,6,8034,43,40,57,4,2,1,65,216.5,1
0,1,59,8,2656,13,46,50,3,2,2,47,52.06,0
7,1,16,0,5173,107,13,49,3,2,1,19,119.4,0
3,0,30,6,6441,226,0,88,2,2,1,34,477.86,1
2,0,4,9,9998,37,16,21,4,2,1,21,429.09,1
6,1,40,3,4312,210,32,36,2,2,1,43,173.8,1
2,0,16,6,9645,282,28,71,1,2,2,31,230.54,0
7,1,31,0,3324,136,44,69,2,1,1,25,472.96,1
5,1,53,4,6595,211,30,58,5,1,1,22,162.7,1
4,0,42,2,6984,18,7,63,2,2,1,22,289.64,1
3,1,25,4,3511,296,29,93,1,1,1,22,59.94,0
7,1,44,3,1362,97,12,16,2,1,1,44,328.88,1
7,1,12,1,4454,28,15,6,1,2,2,22,468.53,0
0,0,26,3,3798,90,1,78,4,1,1,20,448.13,0
8,1,37,2,5620,116,44,52,2,1,1,55,275.89,0
4,1,48,0,4255,239,17,2,1,2,2,47,342.34,1
3,1,33,9,2217,121,34,89,4,2,2,18,306.41,0
5,1,28,7,2485,229,44,95,5,1,1,25,80.14,1
5,1,9,4,6349,132,18,77,3,2,2,30,121.43,0
1,1,12,3,8195,253,12,18,1,2,1,37,483.72,0
7,1,5,9,8750,187,3,81,5,1,1,23,165.19,0
6,0,54,4,7079,74,18,92,4,2,1,67,223.0,1
0,0,52,3,9035,12,49,76,5,1,1,67,279.02,1
4,1,54,2,2507,216,24,35,2,2,2,65,490.61,1
5,0,28,4,2003,30,37,86,3,1,2,25,360.5,1
3,0,56,3,7403,24,30,39,1,2,2,47,333.32,0
1,1,35,0,1925,215,35,1,4,1,2,66,285.98,0
3,0,5,2,9275,211,3,37,3,2,1,57,365.3,0
0,1,34,9,7583,129,38,21,4,1,1,32,348.81,0
6,1,46,9,4927,146,6,1,5,2,1,27,456.28,0
1,1,34,7,1985,34,15,4,4,1,2,50,293.83,1
1,1,13,6,5231,243,47,96,4,2,1,26,239.68,0
8,1,39,1,6302,130,4,58,5,1,1,66,413.22,1
4,0,42,0,6291,99,46,1,5,1,1,69,409.9,1
1,1,45,2,1908,209,22,13,3,2,2,50,126.43,1
8,0,48,4,6051,189,35,46,1,2,2,26,156.56,0
8,1,58,9,3586,85,31,47,5,1,2,31,481.39,1
0,1,14,0,2331,146,23,81,3,2,2,49,249.85,1
2,1,11,2,7851,147,24,76,4,1,1,54,283.85,1
3,0,42,2,2806,19,44,7,4,1,1,23,189.57,1
6,1,38,4,1805,210,27,51,2,1,1,22,266.48,0
9,1,4,2,5147,228,18,3,5,1,1,21,384.51,0
3,1,53,8,1071,69,6,50,3,1,2,65,267.06,0
1,1,33,0,1027,156,43,26,3,1,1,33,191.65,1
6,0,7,3,9660,116,40,31,1,2,1,27,93.2,1
5,1,56,9,4983,47,16,62,3,1,2,48,467.72,0
2,0,41,9,9955,143,1,26,5,1,1,48,442.25,0
5,1,8,3,8055,230,15,67,3,1,1,31,406.11,1
5,0,37,0,7690,142,38,55,2,1,2,30,362.33,1
4,0,51,1,4832,62,17,28,4,1,2,21,281.98,0
3,1,10,0,1559,71,38,44,4,2,1,63,453.83,0
9,1,43,5,8957,32,0,81,3,2,1,43,406.27,1
0,0,57,2,4831,53,2,38,3,1,1,41,417.2,0
9,1,15,6,8344,55,20,30,3,1,1,26,189.3,0
5,1,38,4,6171,156,29,66,3,1,1,52,240.56,1
1,1,15,8,1078,225,10,8,2,2,2,59,368.06,0
2,0,5,6,5929,56,21,14,5,2,1,32,216.98,0
7,1,29,3,4647,33,46,99,2,1,1,41,272.29,1
9,1,19,4,2031,154,24,62,2,2,1,48,340.93,0
5,1,54,4,8381,98,2,75,2,1,1,36,246.99,1
2,0,51,4,3072,183,29,63,4,1,1,19,406.87,0
6,1,10,9,7911,73,23,79,2,2,1,19,102.33,0
3,0,12,8,7088,128,44,66,3,2,1,58,373.13,1
8,1,54,9,2484,232,35,96,2,2,1,53,115.34,0
4,0,4,2,6838,165,22,40,3,2,1,54,472.03,0
2,1,31,5,2550,187,7,13,5,2,2,51,191.32,1
1,1,18,7,6497,65,3,17,4,1,2,56,407.94,1
1,0,16,8,5682,68,49,15,5,2,1,36,284.64,0
2,0,40,6,2829,229,38,33,5,1,1,55,90.99,0
1,0,36,2,4751,194,42,16,4,2,1,40,312.16,0
3,1,25,0,7081,56,30,13,3,1,1,33,460.48,1
1,1,23,3,7601,111,28,86,3,2,1,63,120.76,0
9,1,12,5,5459,53,35,23,3,2,1,61,194.59,0
8,1,34,2,4856,24,12,36,4,1,2,23,247.62,1
1,0,36,0,7182,245,40,43,2,2,1,43,173.77,1
8,1,37,5,7083,60,8,50,1,1,2,39,474.7,1
5,1,3,0,8970,43,20,74,2,2,2,62,219.88,1
0,1,9,8,3094,133,2,81,2,1,2,64,346.13,0
3,1,53,0,7238,86,24,94,5,1,2,41,150.76,0
0,1,18,5,4032,132,24,13,1,2,2,63,148.87,0
5,1,43,0,2548,214,11,30,3,2,2,57,129.13,1
3,1,35,6,9559,237,28,57,2,2,2,38,245.67,0
2,0,57,2,1064,79,10,30,4,2,2,47,289.79,0
2,1,55,5,4299,239,10,71,2,2,2,69,54.84,0
8,1,34,6,5849,30,48,10,3,1,1,28,424.82,1
5,1,41,0,6639,117,25,99,2,2,1,26,280.74,0
8,1,14,0,3035,250,13,66,5,2,2,29,120.74,0
4,0,4,4,6674,260,15,94,5,1,2,43,80.28,1
1,0,29,5,3228,144,9,83,2,1,2,55,78.44,0
7,0,41,8,6620,99,30,39,5,2,1,68,165.94,1
4,0,45,0,1596,88,30,37,4,1,1,20,274.68,1
1,0,50,3,4606,186,35,3,1,2,2,50,437.11,0
3,0,15,9,4889,111,9,89,2,1,2,32,456.33,1
8,1,28,7,4506,121,25,34,4,1,2,64,424.55,1
3,0,42,9,2395,190,19,86,4,1,2,22,197.85,1
3,0,16,8,8529,113,43,38,4,2,2,41,187.95,0
1,1,12,2,9303,25,8,14,3,1,2,28,494.36,1
5,0,52,1,1452,105,14,64,2,2,1,50,356.58,0
1,1,5,3,8336,155,8,39,2,2,1,40,187.23,0
6,1,34,1,3631,11,6,54,2,2,1,27,198.09,1
2,0,42,0,3186,128,25,2,1,1,2,69,245.59,1
2,1,1,2,6967,103,23,96,4,2,2,60,329.81,0
4,0,39,6,7374,200,11,43,2,1,1,45,454.09,1
2,0,32,0,6358,12,19,53,5,1,1,56,139.24,0
1,1,26,1,5348,120,13,3,3,2,2,34,87.98,0
9,1,17,0,2459,186,21,41,1,2,1,61,232.59,1
8,0,48,7,2942,266,15,8,3,2,1,43,160.45,1
1,1,59,4,6422,31,28,90,4,2,1,42,309.21,1
1,1,27,7,6196,229,31,96,5,2,1,53,364.65,1
7,0,24,2,1061,182,18,75,4,1,2,29,189.83,1
8,0,35,6,2494,233,34,63,2,1,2,20,358.45,1
6,1,46,7,2180,74,42,65,3,2,2,67,204.42,1
2,0,42,5,7268,286,31,79,5,2,2,46,335.74,1
8,0,54,6,3788,258,19,4,3,2,1,61,334.88,1
2,0,39,1,5636,269,39,68,1,1,1,41,175.17,1
4,0,26,7,5721,140,19,92,5,1,1,36,336.08,0
8,0,49,4,6710,122,7,10,1,2,2,30,221.43,1
2,0,38,6,8702,295,34,75,5,2,2,33,201.4,1
6,0,23,0,1105,296,41,50,2,1,2,57,180.18,1
0,1,22,4,5087,220,12,23,3,1,2,44,205.54,0
3,0,4,0,4925,29,40,61,3,2,1,23,404.04,1
3,1,49,7,2908,224,5,47,4,2,2,59,160.33,1
6,1,59,3,3049,260,46,3,5,1,1,27,356.89,1
7,1,9,3,9172,280,15,17,5,1,1,55,455.28,1
0,0,4,1,4904,189,4,22,1,1,1,25,207.69,1
4,0,7,4,4796,203,44,91,5,1,2,35,63.28,0
6,1,23,0,1292,88,33,16,3,1,2,49,61.07,1
3,0,2,8,7266,189,5,80,5,2,1,34,112.78,1
3,1,49,4,7370,172,32,3,4,2,1,59,99.52,0
3,0,24,5,5860,211,14,52,4,1,2,19,386.64,0
5,0,40,1,4729,23,14,33,3,1,2,61,182.68,0
6,1,55,9,8962,255,13,42,3,1,2,37,343.63,1
1,1,31,9,6510,23,38,2,3,1,2,27,69.1,1
4,1,47,0,9619,108,4,39,5,2,1,26,183.08,0
3,0,31,3,7761,42,25,46,5,2,1,65,155.37,1
2,1,47,6,7110,266,47,48,2,2,1,56,174.6,1
6,0,40,5,7955,43,16,27,1,2,1,58,135.82,1
5,0,48,9,1106,28,42,15,5,1,1,42,328.06,1
6,0,51,0,5754,161,46,7,2,1,1,42,348.2,1
4,1,43,0,6278,269,15,57,2,2,2,41,116.81,0
5,1,34,7,7408,173,34,42,4,1,1,23,383.52,0
4,1,55,3,8635,86,37,9,5,2,2,47,162.52,0
6,0,24,4,2225,146,22,6,2,1,2,27,177.32,1
1,0,49,6,5250,217,12,57,4,1,1,56,422.96,0
4,1,26,7,1895,251,32,76,1,2,2,48,455.52,1
5,0,16,9,2620,76,28,30,4,1,1,35,421.14,0
5,0,57,6,6088,125,45,55,1,1,1,60,116.49,0
4,1,47,1,6419,211,33,84,3,1,2,50,499.67,0
9,1,13,3,2385,259,33,84,3,2,2,36,352.47,0
6,1,15,9,3433,287,26,54,4,1,2,40,279.8,1
9,0,27,0,2301,121,14,27,3,1,2,22,479.68,0
7,0,4,9,7858,243,49,84,5,1,2,43,417.82,0
6,0,16,8,9950,185,8,59,4,2,2,46,361.28,0
4,0,30,2,9938,152,25,7,2,1,2,41,427.28,1
0,0,44,2,9784,41,2,40,5,1,2,23,223.46,0
4,1,30,9,6644,190,35,94,4,2,2,56,358.0,0
9,0,36,8,6088,76,46,72,1,1,1,21,135.76,0
1,0,3,9,6440,13,4,2,3,1,1,65,494.6,0
4,0,22,2,8493,295,19,14,3,1,2,59,315.04,0
4,1,49,7,7291,278,19,10,3,2,2,43,416.41,1
1,1,22,1,4307,245,4,50,4,1,2,32,233.3,0
4,1,50,2,9894,286,9,18,5,1,1,30,391.36,1
3,0,57,1,5708,50,15,18,1,2,1,57,224.32,1
0,1,50,0,1104,130,24,16,3,2,2,39,315.5,0
2,1,55,1,4833,284,43,52,5,1,2,30,400.16,0
0,1,49,7,1395,240,24,69,2,1,2,56,102.41,1
4,0,12,8,4517,95,29,52,2,1,2,34,210.55,0
3,1,55,1,4291,72,13,31,1,2,1,53,295.22,0
6,0,21,6,3010,201,21,84,3,1,1,56,200.3,1
4,0,56,4,5537,40,42,23,2,2,2,65,189.13,0
9,1,4,2,5968,155,27,96,5,1,2,42,176.75,1
3,0,31,8,5762,116,29,42,5,2,1,51,152.51,1
1,1,44,5,2051,119,18,81,2,2,1,38,432.01,0
3,0,31,0,3841,285,37,62,3,2,2,42,465.66,0
1,1,58,4,7618,219,41,77,1,1,2,42,365.08,1
7,1,23,6,5723,148,19,50,3,2,1,39,63.5,1
2,1,54,3,8472,95,34,77,4,2,1,40,403.8,0
8,0,53,7,8913,53,21,81,2,1,1,42,289.37,1
3,1,20,9,6524,91,14,15,4,2,2,31,391.15,1
